"0686" "i5" 0.500000
"0686" "i3" 0.500000
"0860" "i5" 1.000000
"0859" "i5" 1.000000
"0834" "i2" 1.000000
"0669" "i2" 1.000000
"0604" "i5" 0.500000
"0604" "i3" 0.500000
